primerid	contrast	nomP	coef	adjP	donorID	group_type	dir
EXOG	Time	0.228868645573197	0.00485016155746321	0.570168055004304	PTID4	B-naive	increasing over time
TNFRSF14	Time	0.674569543744013	0.0048420100700251	0.838319256713088	PTID4	B-naive	increasing over time
IK	Time	0.577863400859296	0.00482854290003465	0.784973132319711	PTID4	B-naive	increasing over time
POLR2E	Time	0.364396477113393	0.00481584477216249	0.657312195390044	PTID4	B-naive	increasing over time
LRBA	Time	0.211043237355408	0.00481309698751156	0.557039465370059	PTID4	B-naive	increasing over time
ZNF708	Time	0.179398433895333	0.00479864530707064	0.533591290870296	PTID4	B-naive	increasing over time
SPCS3	Time	0.458719185423304	0.00479837450127318	0.72278433612267	PTID4	B-naive	increasing over time
EXOC4	Time	0.189282316277734	0.00479459744940393	0.543661621735593	PTID4	B-naive	increasing over time
TMEM165	Time	0.360382149099089	0.00479230339059858	0.654607188701727	PTID4	B-naive	increasing over time
DPH5	Time	0.210164005578572	0.00477918560417219	0.556926385965457	PTID4	B-naive	increasing over time
DSP	Time	0.295285833852744	0.00477011970973536	0.621422426466222	PTID4	B-naive	increasing over time
TSC22D4	Time	0.0912957352561938	0.00476871476852817	0.435903395253828	PTID4	B-naive	increasing over time
NKAPD1	Time	0.235548150382984	0.00476513433545414	0.570168055004304	PTID4	B-naive	increasing over time
ATP5ME	Time	0.741670976569459	0.00475906762871048	0.873145452204298	PTID4	B-naive	increasing over time
PPP2R5C	Time	0.311639584367982	0.00475258731673223	0.634529695247444	PTID4	B-naive	increasing over time
SAFB	Time	0.244241872757068	0.00475121587022359	0.577949538097278	PTID4	B-naive	increasing over time
NDUFS8	Time	0.208456436745347	0.00474793122984205	0.556264571181552	PTID4	B-naive	increasing over time
PRKACB	Time	0.452105065913579	0.00474241587990643	0.718328294948332	PTID4	B-naive	increasing over time
PABPC4	Time	0.35455988440308	0.00474008828149683	0.6541609432166	PTID4	B-naive	increasing over time
UQCRQ	Time	0.668321566592767	0.00473867125814631	0.836083038327591	PTID4	B-naive	increasing over time
MECP2	Time	0.236441772253193	0.00473347377327413	0.571922056686779	PTID4	B-naive	increasing over time
OSBPL8	Time	0.354019319808405	0.0047279340045463	0.653856202161994	PTID4	B-naive	increasing over time
SERPINB9	Time	0.116796867692259	0.00472696140455672	0.468968322603747	PTID4	B-naive	increasing over time
ARL2BP	Time	0.281540593643199	0.0047217722059186	0.608941207685141	PTID4	B-naive	increasing over time
SH3BGRL	Time	0.0537010709746694	0.00471732107644818	0.360550220869048	PTID4	B-naive	increasing over time
FYN	Time	0.36836759558682	0.00471040520344135	0.661454745547841	PTID4	B-naive	increasing over time
SMAP1	Time	0.357580994303122	0.00470872364517083	0.6541609432166	PTID4	B-naive	increasing over time
CENPC	Time	0.561685567867489	0.00470846012785986	0.780716568392057	PTID4	B-naive	increasing over time
CSNK1G2	Time	0.545759248740818	0.00470329388027918	0.772780590025174	PTID4	B-naive	increasing over time
NFU1	Time	0.167814808215332	0.00469686467389527	0.520827517889635	PTID4	B-naive	increasing over time
MICU1	Time	0.127155540402927	0.00469393584353711	0.474414937953149	PTID4	B-naive	increasing over time
EPB41L2	Time	0.23733472378576	0.00469380735784811	0.573063197986678	PTID4	B-naive	increasing over time
INTS6	Time	0.448580005645622	0.00469017866555207	0.716872494146405	PTID4	B-naive	increasing over time
BEND5	Time	0.41205970551013	0.00469006281904502	0.694589744306415	PTID4	B-naive	increasing over time
DDX27	Time	0.33956604374366	0.00468976449045572	0.647375488466786	PTID4	B-naive	increasing over time
CHD3	Time	0.215885759810563	0.004670920322906	0.560673377742859	PTID4	B-naive	increasing over time
